股票代码,现价,昨收,策略数量,策略名称
000016,,5.32,,
000031,,3.01,,
000056,,3.38,,
000060,,4.8,,
000061,,6.53,,
000156,,8.16,,
000402,,3.11,,
000415,,3.63,,
000498,,6.08,,
000517,,2.0,,
000544,,8.38,,
000552,,2.61,,
000553,,7.51,,
000557,,5.35,,
000563,,3.86,,
000567,,6.45,,
000626,,7.05,,
000629,,2.71,,
000652,,4.56,,
000672,,8.72,,
000685,,9.25,,
000686,,8.23,,
000708,,12.58,,
000709,,2.4,,
000718,,2.33,,
000723,,4.82,,
000725,,4.06,,
000726,,6.64,,
000727,,2.45,,
000728,,8.23,,
000750,,4.32,,
000783,,7.23,,
000795,,11.23,,
000802,,5.02,,
000825,,4.1,,
000828,,11.25,,
000877,,5.03,,
000898,,2.7,,
000926,,2.46,,
000927,,2.69,,
000957,,11.8,,
000970,,12.69,,
000983,,6.66,,
001203,,10.78,,
001227,,2.7,,
002030,,6.38,,
002060,,3.67,,
002061,,4.08,,
002063,,6.11,,
002102,,3.85,,
002107,,6.78,,
002116,,10.58,,
002133,,3.16,,
002135,,4.42,,
002168,,3.66,,
002183,,4.67,,
002244,,9.95,,
002279,,7.3,,
002302,,6.09,,
002321,,2.49,,
002330,,4.77,,
002334,,8.16,,
002385,,4.16,,
002421,,3.4,,
002474,,7.32,,
002498,,3.49,,
002506,,2.94,,
002513,,5.73,,
002530,,11.03,,
002538,,5.36,,
002539,,10.08,,
002573,,4.04,,
002622,,3.16,,
002641,,4.22,,
002642,,8.06,,
002646,,9.54,,
002659,,5.25,,
002672,,4.92,,
002673,,8.15,,
002674,,10.46,,
002716,,4.41,,
002728,,8.76,,
002736,,11.97,,
002739,,11.61,,
002758,,9.27,,
002797,,7.52,,
002822,,3.64,,
002926,,9.48,,
002928,,8.62,,
002936,,2.22,,
002999,,7.16,,
600020,,5.04,,
600051,,7.79,,
600057,,7.47,,
600058,,8.27,,
600061,,7.9,,
600064,,8.04,,
600094,,3.31,,
600100,,7.27,,
600107,,4.12,,
600109,,9.56,,
600117,,2.4,,
600120,,6.47,,
600121,,4.2,,
600153,,10.73,,
600155,,7.32,,
600159,,2.95,,
600169,,2.54,,
600170,,2.47,,
600179,,2.91,,
600180,,4.64,,
600195,,7.53,,
600226,,3.0,,
600229,,7.26,,
600234,,7.93,,
600248,,3.95,,
600252,,2.68,,
600282,,4.54,,
600327,,5.13,,
600328,,7.91,,
600330,,7.45,,
600348,,7.04,,
600369,,4.6,,
600383,,4.09,,
600395,,4.87,,
600399,,5.8,,
600408,,2.3,,
600410,,9.87,,
600425,,3.85,,
600433,,3.19,,
600490,,4.76,,
600499,,10.45,,
600500,,3.97,,
600503,,2.71,,
600508,,12.13,,
600510,,5.32,,
600528,,7.57,,
600539,,11.6,,
600569,,2.31,,
600581,,3.39,,
600582,,6.22,,
600594,,4.11,,
600596,,8.74,,
600615,,11.44,,
600620,,5.72,,
600626,,3.77,,
600635,,4.2,,
600638,,6.55,,
600639,,11.01,,
600653,,1.99,,
600662,,5.59,,
600675,,3.21,,
600676,,4.95,,
600678,,9.46,,
600692,,7.8,,
600703,,12.53,,
600707,,6.51,,
600716,,3.86,,
600717,,4.71,,
600728,,5.67,,
600737,,9.71,,
600739,,11.66,,
600740,,4.02,,
600778,,6.62,,
600796,,6.02,,
600816,,3.12,,
600825,,7.35,,
600826,,8.99,,
600827,,9.52,,
600848,,9.33,,
600863,,4.29,,
600881,,1.95,,
600906,,7.26,,
600909,,6.2,,
600918,,6.79,,
600935,,2.49,,
600958,,10.41,,
600971,,6.94,,
600984,,3.34,,
601000,,4.14,,
601011,,2.75,,
601015,,3.56,,
601068,,5.21,,
601106,,2.89,,
601162,,5.06,,
601187,,7.6,,
601228,,3.33,,
601236,,8.96,,
601326,,3.37,,
601333,,3.0,,
601375,,4.65,,
601377,,6.38,,
601456,,11.05,,
601555,,9.39,,
601598,,5.26,,
601609,,7.33,,
601611,,9.27,,
601666,,7.8,,
601668,,6.08,,
601678,,4.37,,
601778,,3.42,,
601800,,9.05,,
601828,,3.12,,
601868,,2.3,,
601878,,11.33,,
601880,,1.56,,
601886,,6.9,,
601901,,8.12,,
601929,,1.9,,
601958,,11.43,,
601990,,8.39,,
601992,,1.63,,
601996,,2.29,,
601997,,6.86,,
601999,,7.15,,
603012,,5.66,,
603106,,10.9,,
603213,,12.16,,
603229,,9.26,,
603399,,9.41,,
603421,,7.16,,
603588,,6.05,,
603660,,7.24,,
603689,,8.62,,
603876,,9.29,,
605007,,11.75,,
