股票代码,昨收,策略数量,策略得分,建议持有期,策略名称
001979.SZ,8.66,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
601369.SH,8.68,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603876.SH,8.73,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002950.SZ,8.76,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
000721.SZ,8.8,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
603399.SH,8.91,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600773.SH,8.94,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002789.SZ,9.06,2,2.4,5,"strategy_macd_divergent_gold_cross, strategy_annual_line_breakout"
600848.SH,9.06,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603500.SH,9.14,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002387.SZ,9.17,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002758.SZ,9.23,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002836.SZ,9.26,2,2.4,5,"strategy_ma_convergence_start, strategy_macd_divergent_gold_cross"
002244.SZ,9.28,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
002332.SZ,9.38,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600133.SH,9.54,2,2.4,5,"strategy_ma_convergence_start, strategy_macd_divergent_gold_cross"
000876.SZ,9.55,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603212.SH,9.63,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
002674.SZ,9.73,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002637.SZ,9.75,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600876.SH,9.76,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600138.SH,9.81,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
601952.SH,9.84,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
601456.SH,10.0,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600153.SH,10.05,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
000155.SZ,10.09,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
000795.SZ,10.11,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
000998.SZ,10.14,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600352.SH,10.14,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600338.SH,10.16,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600499.SH,10.18,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600857.SH,10.22,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002661.SZ,10.23,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
601360.SH,10.28,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
603527.SH,10.32,2,2.4,5,"strategy_ma_convergence_start, strategy_macd_divergent_gold_cross"
600847.SH,10.35,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
000828.SZ,10.39,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600983.SH,10.42,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002815.SZ,10.44,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
600056.SH,10.51,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
000830.SZ,10.54,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
002186.SZ,10.61,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600639.SH,10.63,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002893.SZ,10.67,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600373.SH,10.67,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603311.SH,10.82,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002871.SZ,10.85,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603928.SH,10.87,2,2.4,5,"strategy_ma_convergence_start, strategy_macd_divergent_gold_cross"
001299.SZ,11.03,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600648.SH,11.19,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002736.SZ,11.2,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603968.SH,11.23,2,2.4,5,"strategy_ma_convergence_start, strategy_macd_divergent_gold_cross"
002053.SZ,11.26,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
000708.SZ,11.33,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002796.SZ,11.33,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
600508.SH,11.43,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600372.SH,11.51,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603408.SH,11.55,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002240.SZ,11.66,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600089.SH,11.7,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603085.SH,11.73,2,2.4,5,"strategy_ma_convergence_start, strategy_macd_divergent_gold_cross"
605155.SH,11.73,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
002960.SZ,11.81,2,2.4,5,"strategy_consolidation_breakout_preparation, strategy_annual_line_breakout"
603628.SH,11.92,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603339.SH,11.95,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
000878.SZ,11.97,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002457.SZ,12.06,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603132.SH,12.08,2,2.4,5,"strategy_consolidation_breakout_preparation, strategy_annual_line_breakout"
002963.SZ,12.14,2,2.4,5,"strategy_ma_convergence_start, strategy_macd_divergent_gold_cross"
600697.SH,12.25,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600877.SH,12.25,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603191.SH,12.39,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
000020.SZ,12.57,2,2.4,5,"strategy_ma_convergence_start, strategy_macd_divergent_gold_cross"
600801.SH,12.57,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600985.SH,12.76,2,2.4,5,"strategy_consolidation_breakout_preparation, strategy_ma_convergence_start"
000625.SZ,12.84,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002227.SZ,12.93,2,2.4,5,"strategy_ma_convergence_start, strategy_macd_divergent_gold_cross"
002729.SZ,13.23,2,2.4,5,"strategy_ma_convergence_start, strategy_macd_divergent_gold_cross"
002020.SZ,13.32,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
000923.SZ,13.33,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
000902.SZ,13.4,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
000636.SZ,13.49,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
601808.SH,13.6,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600522.SH,13.61,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
603519.SH,13.8,2,2.4,5,"strategy_ma_convergence_start, strategy_macd_divergent_gold_cross"
601098.SH,13.84,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002853.SZ,13.85,2,2.4,5,"strategy_consolidation_breakout_preparation, strategy_macd_divergent_gold_cross"
001219.SZ,14.05,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002078.SZ,14.22,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
000429.SZ,14.29,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600598.SH,14.49,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
603115.SH,14.54,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002401.SZ,14.71,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
002555.SZ,14.77,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600197.SH,14.82,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002623.SZ,14.86,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603990.SH,15.19,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
000338.SZ,15.21,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002749.SZ,15.26,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002879.SZ,15.27,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
002236.SZ,15.53,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
002270.SZ,15.63,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600182.SH,15.65,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
605277.SH,15.65,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
002922.SZ,16.05,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603043.SH,16.13,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002007.SZ,16.16,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600875.SH,16.18,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
000776.SZ,16.45,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
000792.SZ,16.48,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603598.SH,16.55,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
603368.SH,16.9,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603231.SH,17.04,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600980.SH,17.09,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603080.SH,17.12,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603153.SH,17.21,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603272.SH,17.3,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600012.SH,17.73,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002777.SZ,17.76,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
000985.SZ,17.79,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
001296.SZ,18.1,2,2.4,5,"strategy_consolidation_breakout_preparation, strategy_ma_convergence_start"
601899.SH,18.14,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600131.SH,18.19,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
601607.SH,18.45,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603029.SH,18.48,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
601965.SH,18.53,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600803.SH,19.22,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
601698.SH,19.62,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
001231.SZ,19.79,2,2.4,5,"strategy_ma_convergence_start, strategy_macd_divergent_gold_cross"
002983.SZ,20.08,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600498.SH,20.71,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
003008.SZ,20.84,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
605555.SH,20.93,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
600071.SH,21.05,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
605116.SH,21.07,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603057.SH,21.38,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
600482.SH,21.52,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600529.SH,21.63,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
605218.SH,21.83,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600007.SH,22.14,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
605020.SH,22.24,2,2.4,5,"strategy_consolidation_breakout_preparation, strategy_macd_divergent_gold_cross"
002362.SZ,22.52,2,2.4,5,"strategy_ma_convergence_start, strategy_macd_divergent_gold_cross"
002518.SZ,22.52,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
001211.SZ,22.62,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600750.SH,23.17,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002155.SZ,23.31,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002557.SZ,23.42,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600850.SH,23.68,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
603800.SH,23.89,2,2.4,5,"strategy_ma_convergence_start, strategy_annual_line_breakout"
603285.SH,24.06,2,2.4,5,"strategy_ma_convergence_start, strategy_macd_divergent_gold_cross"
600378.SH,24.42,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
003017.SZ,24.51,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002287.SZ,24.52,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603867.SH,24.6,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
000895.SZ,24.67,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603396.SH,24.7,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
002597.SZ,24.9,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
000028.SZ,25.38,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603755.SH,26.1,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600938.SH,26.18,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600332.SH,26.96,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603270.SH,27.24,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600566.SH,27.38,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603661.SH,27.52,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
001282.SZ,28.01,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603351.SH,28.01,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002415.SZ,28.55,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002192.SZ,28.95,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
605258.SH,29.15,2,2.4,5,"strategy_ma_convergence_start, strategy_macd_divergent_gold_cross"
600593.SH,29.37,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600456.SH,29.88,2,2.4,5,"strategy_consolidation_breakout_preparation, strategy_box_bottom_rebound"
001373.SZ,30.0,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600511.SH,30.51,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603860.SH,30.51,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002738.SZ,30.54,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
003041.SZ,30.91,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
002460.SZ,31.19,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
601595.SH,31.24,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600171.SH,33.55,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
001326.SZ,33.75,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
600038.SH,36.98,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603307.SH,37.11,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
000408.SZ,37.58,2,2.4,5,"strategy_ma_convergence_start, strategy_macd_divergent_gold_cross"
603199.SH,37.75,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603391.SH,38.2,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603341.SH,39.1,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
603171.SH,41.31,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
600536.SH,44.97,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
003031.SZ,48.45,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603379.SH,48.61,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
000538.SZ,56.6,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002049.SZ,64.45,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603061.SH,75.64,2,2.4,5,"strategy_box_bottom_rebound, strategy_macd_divergent_gold_cross"
603325.SH,93.12,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
603501.SH,132.4,2,2.4,5,"strategy_ma_convergence_start, strategy_macd_divergent_gold_cross"
002371.SZ,430.49,2,2.4,5,"strategy_box_bottom_rebound, strategy_ma_convergence_start"
002485.SZ,3.39,2,2.2,5,"strategy_plate_breakout_post_close, strategy_macd_divergent_gold_cross"
002716.SZ,3.89,2,2.2,5,"strategy_plate_breakout_post_close, strategy_consolidation_breakout_preparation"
600800.SH,4.36,2,2.2,5,"strategy_top_gainers, strategy_macd_divergent_gold_cross"
603018.SH,8.08,2,2.2,5,"strategy_plate_breakout_post_close, strategy_consolidation_breakout_preparation"
000506.SZ,8.92,2,2.2,5,"strategy_plate_breakout_post_close, strategy_macd_divergent_gold_cross"
600735.SH,9.26,2,2.2,5,"strategy_plate_breakout_post_close, strategy_macd_divergent_gold_cross"
000815.SZ,13.59,2,2.2,5,"strategy_top_gainers, strategy_macd_divergent_gold_cross"
000426.SZ,15.42,2,2.2,5,"strategy_plate_breakout_post_close, strategy_consolidation_breakout_preparation"
603276.SH,16.31,2,2.2,5,"strategy_plate_breakout_post_close, strategy_consolidation_breakout_preparation"
603810.SH,16.75,2,2.2,5,"strategy_plate_breakout_post_close, strategy_macd_divergent_gold_cross"
603151.SH,17.12,2,2.2,5,"strategy_plate_breakout_post_close, strategy_macd_divergent_gold_cross"
002992.SZ,61.72,2,2.2,5,"strategy_top_gainers, strategy_annual_line_breakout"
600751.SH,3.38,2,2.0,1,"strategy_check_breakout_batch, strategy_plate_breakout_post_close"
600382.SH,5.55,2,2.0,1,"strategy_check_breakout_batch, strategy_plate_breakout_post_close"
002546.SZ,6.02,2,2.0,1,"strategy_top_gainers, strategy_plate_breakout_post_close"
600232.SH,6.36,2,2.0,1,"strategy_top_gainers, strategy_plate_breakout_post_close"
002037.SZ,9.4,2,2.0,1,"strategy_check_breakout_batch, strategy_plate_breakout_post_close"
605122.SH,12.79,2,2.0,1,"strategy_check_breakout_batch, strategy_plate_breakout_post_close"
603045.SH,18.54,2,2.0,1,"strategy_top_gainers, strategy_plate_breakout_post_close"
603093.SH,18.69,2,2.0,1,"strategy_check_breakout_batch, strategy_plate_breakout_post_close"
603585.SH,19.06,2,2.0,1,"strategy_check_breakout_batch, strategy_plate_breakout_post_close"
605099.SH,36.53,2,2.0,1,"strategy_check_breakout_batch, strategy_plate_breakout_post_close"
600157.SH,1.35,1,1.2,5,strategy_box_bottom_rebound
002146.SZ,1.4,1,1.2,5,strategy_box_bottom_rebound
000656.SZ,1.47,1,1.2,5,strategy_box_bottom_rebound
601880.SH,1.49,1,1.2,5,strategy_box_bottom_rebound
000620.SZ,1.68,1,1.2,5,strategy_box_bottom_rebound
002470.SZ,1.7,1,1.2,5,strategy_box_bottom_rebound
600606.SH,1.71,1,1.2,5,strategy_box_bottom_rebound
000711.SZ,1.72,1,1.2,5,strategy_box_bottom_rebound
002005.SZ,1.81,1,1.2,5,strategy_box_bottom_rebound
000517.SZ,1.86,1,1.2,5,strategy_box_bottom_rebound
002024.SZ,1.86,1,1.2,5,strategy_box_bottom_rebound
600653.SH,1.9,1,1.2,5,strategy_box_bottom_rebound
600871.SH,1.9,1,1.2,5,strategy_box_bottom_rebound
000608.SZ,1.91,1,1.2,5,strategy_macd_divergent_gold_cross
600518.SH,1.95,1,1.2,5,strategy_box_bottom_rebound
000980.SZ,2.05,1,1.2,5,strategy_box_bottom_rebound
000882.SZ,2.07,1,1.2,5,strategy_box_bottom_rebound
600117.SH,2.15,1,1.2,5,strategy_box_bottom_rebound
000709.SZ,2.16,1,1.2,5,strategy_box_bottom_rebound
600136.SH,2.17,1,1.2,5,strategy_ma_convergence_start
600527.SH,2.17,1,1.2,5,strategy_box_bottom_rebound
000926.SZ,2.18,1,1.2,5,strategy_box_bottom_rebound
600691.SH,2.18,1,1.2,5,strategy_box_bottom_rebound
601996.SH,2.18,1,1.2,5,strategy_ma_convergence_start
000981.SZ,2.19,1,1.2,5,strategy_macd_divergent_gold_cross
600400.SH,2.19,1,1.2,5,strategy_box_bottom_rebound
000718.SZ,2.2,1,1.2,5,strategy_box_bottom_rebound
600545.SH,2.2,1,1.2,5,strategy_box_bottom_rebound
600759.SH,2.2,1,1.2,5,strategy_box_bottom_rebound
002506.SZ,2.21,1,1.2,5,strategy_box_bottom_rebound
002217.SZ,2.25,1,1.2,5,strategy_consolidation_breakout_preparation
002321.SZ,2.29,1,1.2,5,strategy_box_bottom_rebound
002656.SZ,2.3,1,1.2,5,strategy_box_bottom_rebound
600076.SH,2.31,1,1.2,5,strategy_ma_convergence_start
002021.SZ,2.32,1,1.2,5,strategy_box_bottom_rebound
600467.SH,2.32,1,1.2,5,strategy_box_bottom_rebound
000069.SZ,2.34,1,1.2,5,strategy_box_bottom_rebound
000898.SZ,2.35,1,1.2,5,strategy_box_bottom_rebound
002219.SZ,2.35,1,1.2,5,strategy_box_bottom_rebound
000727.SZ,2.36,1,1.2,5,strategy_box_bottom_rebound
002638.SZ,2.37,1,1.2,5,strategy_consolidation_breakout_preparation
600227.SH,2.38,1,1.2,5,strategy_ma_convergence_start
600726.SH,2.39,1,1.2,5,strategy_box_bottom_rebound
600715.SH,2.41,1,1.2,5,strategy_consolidation_breakout_preparation
000564.SZ,2.43,1,1.2,5,strategy_box_bottom_rebound
600169.SH,2.43,1,1.2,5,strategy_box_bottom_rebound
600376.SH,2.45,1,1.2,5,strategy_box_bottom_rebound
000629.SZ,2.55,1,1.2,5,strategy_box_bottom_rebound
002210.SZ,2.55,1,1.2,5,strategy_box_bottom_rebound
600503.SH,2.56,1,1.2,5,strategy_box_bottom_rebound
600252.SH,2.57,1,1.2,5,strategy_box_bottom_rebound
000927.SZ,2.58,1,1.2,5,strategy_box_bottom_rebound
002314.SZ,2.58,1,1.2,5,strategy_box_bottom_rebound
600208.SH,2.61,1,1.2,5,strategy_box_bottom_rebound
600166.SH,2.63,1,1.2,5,strategy_box_bottom_rebound
600159.SH,2.65,1,1.2,5,strategy_ma_convergence_start
601778.SH,2.65,1,1.2,5,strategy_box_bottom_rebound
000793.SZ,2.67,1,1.2,5,strategy_box_bottom_rebound
600617.SH,2.67,1,1.2,5,strategy_macd_divergent_gold_cross
600981.SH,2.67,1,1.2,5,strategy_box_bottom_rebound
601106.SH,2.69,1,1.2,5,strategy_box_bottom_rebound
002247.SZ,2.7,1,1.2,5,strategy_macd_divergent_gold_cross
002426.SZ,2.7,1,1.2,5,strategy_box_bottom_rebound
002374.SZ,2.71,1,1.2,5,strategy_box_bottom_rebound
002528.SZ,2.73,1,1.2,5,strategy_ma_convergence_start
002495.SZ,2.74,1,1.2,5,strategy_ma_convergence_start
600816.SH,2.75,1,1.2,5,strategy_box_bottom_rebound
600179.SH,2.76,1,1.2,5,strategy_box_bottom_rebound
002554.SZ,2.78,1,1.2,5,strategy_consolidation_breakout_preparation
600226.SH,2.78,1,1.2,5,strategy_box_bottom_rebound
600622.SH,2.78,1,1.2,5,strategy_box_bottom_rebound
601518.SH,2.78,1,1.2,5,strategy_box_bottom_rebound
600815.SH,2.79,1,1.2,5,strategy_box_bottom_rebound
000402.SZ,2.82,1,1.2,5,strategy_box_bottom_rebound
600688.SH,2.83,1,1.2,5,strategy_box_bottom_rebound
600868.SH,2.87,1,1.2,5,strategy_box_bottom_rebound
000631.SZ,2.88,1,1.2,5,strategy_box_bottom_rebound
600675.SH,2.89,1,1.2,5,strategy_box_bottom_rebound
601010.SH,2.89,1,1.2,5,strategy_box_bottom_rebound
002239.SZ,2.9,1,1.2,5,strategy_box_bottom_rebound
601828.SH,2.9,1,1.2,5,strategy_box_bottom_rebound
002607.SZ,2.93,1,1.2,5,strategy_box_bottom_rebound
600108.SH,2.98,1,1.2,5,strategy_box_bottom_rebound
601333.SH,2.98,1,1.2,5,strategy_box_bottom_rebound
002589.SZ,2.99,1,1.2,5,strategy_box_bottom_rebound
002586.SZ,3.0,1,1.2,5,strategy_box_bottom_rebound
601399.SH,3.03,1,1.2,5,strategy_box_bottom_rebound
000592.SZ,3.05,1,1.2,5,strategy_box_bottom_rebound
600581.SH,3.08,1,1.2,5,strategy_box_bottom_rebound
002356.SZ,3.1,1,1.2,5,strategy_box_bottom_rebound
000056.SZ,3.11,1,1.2,5,strategy_box_bottom_rebound
600496.SH,3.11,1,1.2,5,strategy_box_bottom_rebound
000615.SZ,3.14,1,1.2,5,strategy_box_bottom_rebound
002218.SZ,3.16,1,1.2,5,strategy_box_bottom_rebound
000785.SZ,3.17,1,1.2,5,strategy_box_bottom_rebound
000659.SZ,3.18,1,1.2,5,strategy_box_bottom_rebound
002542.SZ,3.18,1,1.2,5,strategy_box_bottom_rebound
600094.SH,3.18,1,1.2,5,strategy_box_bottom_rebound
601015.SH,3.18,1,1.2,5,strategy_ma_convergence_start
002266.SZ,3.19,1,1.2,5,strategy_box_bottom_rebound
601228.SH,3.21,1,1.2,5,strategy_box_bottom_rebound
601326.SH,3.22,1,1.2,5,strategy_box_bottom_rebound
600665.SH,3.23,1,1.2,5,strategy_ma_convergence_start
