股票代码,昨收,策略数量,策略得分,建议持有期,策略名称
000428.SZ,3.26,1,1.2,5,strategy_box_bottom_rebound
600984.SH,3.28,1,1.2,5,strategy_box_bottom_rebound
000415.SZ,3.31,1,1.2,5,strategy_box_bottom_rebound
002421.SZ,3.31,1,1.2,5,strategy_box_bottom_rebound
000068.SZ,3.38,1,1.2,5,strategy_box_bottom_rebound
002109.SZ,3.39,1,1.2,5,strategy_box_bottom_rebound
002822.SZ,3.4,1,1.2,5,strategy_box_bottom_rebound
002498.SZ,3.41,1,1.2,5,strategy_box_bottom_rebound
002662.SZ,3.41,1,1.2,5,strategy_box_bottom_rebound
000563.SZ,3.42,1,1.2,5,strategy_box_bottom_rebound
002108.SZ,3.43,1,1.2,5,strategy_box_bottom_rebound
600280.SH,3.45,1,1.2,5,strategy_box_bottom_rebound
600705.SH,3.47,1,1.2,5,strategy_box_bottom_rebound
601619.SH,3.5,1,1.2,5,strategy_box_bottom_rebound
000959.SZ,3.54,1,1.2,5,strategy_box_bottom_rebound
002084.SZ,3.54,1,1.2,5,strategy_box_bottom_rebound
000090.SZ,3.55,1,1.2,5,strategy_box_bottom_rebound
002141.SZ,3.56,1,1.2,5,strategy_macd_divergent_gold_cross
600439.SH,3.58,1,1.2,5,strategy_box_bottom_rebound
600853.SH,3.58,1,1.2,5,strategy_box_bottom_rebound
002110.SZ,3.6,1,1.2,5,strategy_box_bottom_rebound
002131.SZ,3.6,1,1.2,5,strategy_box_bottom_rebound
601279.SH,3.6,1,1.2,5,strategy_box_bottom_rebound
601018.SH,3.61,1,1.2,5,strategy_box_bottom_rebound
000863.SZ,3.63,1,1.2,5,strategy_box_bottom_rebound
600033.SH,3.63,1,1.2,5,strategy_box_bottom_rebound
601218.SH,3.65,1,1.2,5,strategy_box_bottom_rebound
003816.SZ,3.66,1,1.2,5,strategy_box_bottom_rebound
600300.SH,3.66,1,1.2,5,strategy_ma_convergence_start
603601.SH,3.67,1,1.2,5,strategy_box_bottom_rebound
603388.SH,3.68,1,1.2,5,strategy_box_bottom_rebound
000892.SZ,3.69,1,1.2,5,strategy_box_bottom_rebound
002523.SZ,3.69,1,1.2,5,strategy_box_bottom_rebound
600595.SH,3.69,1,1.2,5,strategy_box_bottom_rebound
002613.SZ,3.7,1,1.2,5,strategy_box_bottom_rebound
600782.SH,3.7,1,1.2,5,strategy_box_bottom_rebound
601599.SH,3.7,1,1.2,5,strategy_box_bottom_rebound
000761.SZ,3.76,1,1.2,5,strategy_box_bottom_rebound
603363.SH,3.77,1,1.2,5,strategy_box_bottom_rebound
601515.SH,3.79,1,1.2,5,strategy_box_bottom_rebound
000750.SZ,3.83,1,1.2,5,strategy_box_bottom_rebound
002154.SZ,3.83,1,1.2,5,strategy_box_bottom_rebound
600121.SH,3.86,1,1.2,5,strategy_ma_convergence_start
002069.SZ,3.87,1,1.2,5,strategy_box_bottom_rebound
600635.SH,3.87,1,1.2,5,strategy_box_bottom_rebound
600683.SH,3.88,1,1.2,5,strategy_box_bottom_rebound
000637.SZ,3.93,1,1.2,5,strategy_ma_convergence_start
002061.SZ,3.95,1,1.2,5,strategy_box_bottom_rebound
000949.SZ,3.98,1,1.2,5,strategy_box_bottom_rebound
601162.SH,3.98,1,1.2,5,strategy_box_bottom_rebound
000965.SZ,3.99,1,1.2,5,strategy_box_bottom_rebound
002160.SZ,3.99,1,1.2,5,strategy_ma_convergence_start
601113.SH,4.0,1,1.2,5,strategy_box_bottom_rebound
601000.SH,4.05,1,1.2,5,strategy_box_bottom_rebound
002634.SZ,4.17,1,1.2,5,strategy_macd_divergent_gold_cross
600282.SH,4.17,1,1.2,5,strategy_box_bottom_rebound
603183.SH,4.17,1,1.2,5,strategy_box_bottom_rebound
600507.SH,4.18,1,1.2,5,strategy_box_bottom_rebound
601096.SH,4.21,1,1.2,5,strategy_box_bottom_rebound
002004.SZ,4.22,1,1.2,5,strategy_box_bottom_rebound
002145.SZ,4.22,1,1.2,5,strategy_box_bottom_rebound
600649.SH,4.23,1,1.2,5,strategy_box_bottom_rebound
603616.SH,4.24,1,1.2,5,strategy_consolidation_breakout_preparation
002135.SZ,4.27,1,1.2,5,strategy_box_bottom_rebound
600824.SH,4.27,1,1.2,5,strategy_box_bottom_rebound
002424.SZ,4.28,1,1.2,5,strategy_ma_convergence_start
600905.SH,4.28,1,1.2,5,strategy_box_bottom_rebound
000690.SZ,4.32,1,1.2,5,strategy_box_bottom_rebound
000035.SZ,4.35,1,1.2,5,strategy_box_bottom_rebound
002175.SZ,4.35,1,1.2,5,strategy_box_bottom_rebound
601608.SH,4.39,1,1.2,5,strategy_box_bottom_rebound
600320.SH,4.4,1,1.2,5,strategy_box_bottom_rebound
000536.SZ,4.42,1,1.2,5,strategy_box_bottom_rebound
002429.SZ,4.42,1,1.2,5,strategy_box_bottom_rebound
600368.SH,4.42,1,1.2,5,strategy_box_bottom_rebound
601989.SH,4.45,1,1.2,5,strategy_box_bottom_rebound
600966.SH,4.47,1,1.2,5,strategy_box_bottom_rebound
000401.SZ,4.49,1,1.2,5,strategy_box_bottom_rebound
600572.SH,4.51,1,1.2,5,strategy_box_bottom_rebound
001330.SZ,4.52,1,1.2,5,strategy_box_bottom_rebound
600180.SH,4.52,1,1.2,5,strategy_box_bottom_rebound
000571.SZ,4.53,1,1.2,5,strategy_box_bottom_rebound
002694.SZ,4.53,1,1.2,5,strategy_box_bottom_rebound
600717.SH,4.53,1,1.2,5,strategy_box_bottom_rebound
000589.SZ,4.54,1,1.2,5,strategy_box_bottom_rebound
600395.SH,4.56,1,1.2,5,strategy_box_bottom_rebound
600604.SH,4.56,1,1.2,5,strategy_box_bottom_rebound
002062.SZ,4.59,1,1.2,5,strategy_box_bottom_rebound
002631.SZ,4.59,1,1.2,5,strategy_box_bottom_rebound
600490.SH,4.59,1,1.2,5,strategy_macd_divergent_gold_cross
002678.SZ,4.63,1,1.2,5,strategy_box_bottom_rebound
000877.SZ,4.64,1,1.2,5,strategy_box_bottom_rebound
000883.SZ,4.65,1,1.2,5,strategy_box_bottom_rebound
000932.SZ,4.66,1,1.2,5,strategy_box_bottom_rebound
002083.SZ,4.69,1,1.2,5,strategy_box_bottom_rebound
600586.SH,4.69,1,1.2,5,strategy_box_bottom_rebound
601366.SH,4.69,1,1.2,5,strategy_box_bottom_rebound
000912.SZ,4.7,1,1.2,5,strategy_box_bottom_rebound
001896.SZ,4.7,1,1.2,5,strategy_box_bottom_rebound
002224.SZ,4.7,1,1.2,5,strategy_box_bottom_rebound
002713.SZ,4.7,1,1.2,5,strategy_box_bottom_rebound
600165.SH,4.71,1,1.2,5,strategy_box_bottom_rebound
002092.SZ,4.74,1,1.2,5,strategy_box_bottom_rebound
002562.SZ,4.74,1,1.2,5,strategy_ma_convergence_start
600168.SH,4.74,1,1.2,5,strategy_box_bottom_rebound
000966.SZ,4.77,1,1.2,5,strategy_box_bottom_rebound
600327.SH,4.79,1,1.2,5,strategy_box_bottom_rebound
002494.SZ,4.86,1,1.2,5,strategy_box_bottom_rebound
002863.SZ,4.86,1,1.2,5,strategy_box_bottom_rebound
601968.SH,4.86,1,1.2,5,strategy_box_bottom_rebound
600325.SH,4.9,1,1.2,5,strategy_box_bottom_rebound
600409.SH,4.9,1,1.2,5,strategy_box_bottom_rebound
000782.SZ,4.92,1,1.2,5,strategy_box_bottom_rebound
600526.SH,4.92,1,1.2,5,strategy_box_bottom_rebound
000016.SZ,4.93,1,1.2,5,strategy_box_bottom_rebound
002225.SZ,4.94,1,1.2,5,strategy_box_bottom_rebound
002593.SZ,4.94,1,1.2,5,strategy_box_bottom_rebound
601002.SH,4.94,1,1.2,5,strategy_box_bottom_rebound
600854.SH,5.0,1,1.2,5,strategy_ma_convergence_start
002513.SZ,5.03,1,1.2,5,strategy_ma_convergence_start
600399.SH,5.06,1,1.2,5,strategy_box_bottom_rebound
600662.SH,5.06,1,1.2,5,strategy_box_bottom_rebound
601933.SH,5.06,1,1.2,5,strategy_box_bottom_rebound
002206.SZ,5.08,1,1.2,5,strategy_box_bottom_rebound
600965.SH,5.08,1,1.2,5,strategy_box_bottom_rebound
600925.SH,5.09,1,1.2,5,strategy_box_bottom_rebound
000516.SZ,5.1,1,1.2,5,strategy_box_bottom_rebound
000753.SZ,5.11,1,1.2,5,strategy_box_bottom_rebound
002481.SZ,5.16,1,1.2,5,strategy_box_bottom_rebound
002516.SZ,5.16,1,1.2,5,strategy_box_bottom_rebound
600722.SH,5.17,1,1.2,5,strategy_box_bottom_rebound
002044.SZ,5.2,1,1.2,5,strategy_box_bottom_rebound
002358.SZ,5.2,1,1.2,5,strategy_box_bottom_rebound
000557.SZ,5.21,1,1.2,5,strategy_box_bottom_rebound
601636.SH,5.22,1,1.2,5,strategy_box_bottom_rebound
600609.SH,5.23,1,1.2,5,strategy_box_bottom_rebound
002519.SZ,5.29,1,1.2,5,strategy_annual_line_breakout
600979.SH,5.29,1,1.2,5,strategy_box_bottom_rebound
600269.SH,5.31,1,1.2,5,strategy_box_bottom_rebound
601216.SH,5.31,1,1.2,5,strategy_box_bottom_rebound
002563.SZ,5.32,1,1.2,5,strategy_box_bottom_rebound
603878.SH,5.32,1,1.2,5,strategy_box_bottom_rebound
600163.SH,5.34,1,1.2,5,strategy_box_bottom_rebound
600998.SH,5.35,1,1.2,5,strategy_box_bottom_rebound
002226.SZ,5.36,1,1.2,5,strategy_box_bottom_rebound
000597.SZ,5.37,1,1.2,5,strategy_box_bottom_rebound
002419.SZ,5.38,1,1.2,5,strategy_box_bottom_rebound
600728.SH,5.4,1,1.2,5,strategy_box_bottom_rebound
002010.SZ,5.45,1,1.2,5,strategy_box_bottom_rebound
601988.SH,5.45,1,1.2,5,strategy_box_bottom_rebound
002697.SZ,5.47,1,1.2,5,strategy_box_bottom_rebound
603012.SH,5.47,1,1.2,5,strategy_box_bottom_rebound
000862.SZ,5.48,1,1.2,5,strategy_box_bottom_rebound
603866.SH,5.5,1,1.2,5,strategy_box_bottom_rebound
000868.SZ,5.51,1,1.2,5,strategy_box_bottom_rebound
000930.SZ,5.52,1,1.2,5,strategy_box_bottom_rebound
002195.SZ,5.52,1,1.2,5,strategy_box_bottom_rebound
600287.SH,5.53,1,1.2,5,strategy_consolidation_breakout_preparation
002752.SZ,5.57,1,1.2,5,strategy_box_bottom_rebound
002453.SZ,5.58,1,1.2,5,strategy_box_bottom_rebound
002712.SZ,5.58,1,1.2,5,strategy_box_bottom_rebound
601886.SH,5.58,1,1.2,5,strategy_box_bottom_rebound
000417.SZ,5.62,1,1.2,5,strategy_box_bottom_rebound
000570.SZ,5.63,1,1.2,5,strategy_box_bottom_rebound
600909.SH,5.63,1,1.2,5,strategy_box_bottom_rebound
600917.SH,5.63,1,1.2,5,strategy_box_bottom_rebound
000650.SZ,5.65,1,1.2,5,strategy_box_bottom_rebound
000822.SZ,5.66,1,1.2,5,strategy_box_bottom_rebound
002328.SZ,5.66,1,1.2,5,strategy_box_bottom_rebound
600655.SH,5.69,1,1.2,5,strategy_box_bottom_rebound
002676.SZ,5.73,1,1.2,5,strategy_box_bottom_rebound
600997.SH,5.73,1,1.2,5,strategy_box_bottom_rebound
002701.SZ,5.74,1,1.2,5,strategy_ma_convergence_start
600120.SH,5.75,1,1.2,5,strategy_box_bottom_rebound
603002.SH,5.76,1,1.2,5,strategy_box_bottom_rebound
002075.SZ,5.77,1,1.2,5,strategy_box_bottom_rebound
600864.SH,5.77,1,1.2,5,strategy_box_bottom_rebound
603817.SH,5.77,1,1.2,5,strategy_box_bottom_rebound
002193.SZ,5.78,1,1.2,5,strategy_ma_convergence_start
600125.SH,5.79,1,1.2,5,strategy_box_bottom_rebound
601816.SH,5.81,1,1.2,5,strategy_box_bottom_rebound
600289.SH,5.82,1,1.2,5,strategy_macd_divergent_gold_cross
002283.SZ,5.83,1,1.2,5,strategy_box_bottom_rebound
600027.SH,5.83,1,1.2,5,strategy_box_bottom_rebound
600302.SH,5.84,1,1.2,5,strategy_ma_convergence_start
600874.SH,5.84,1,1.2,5,strategy_box_bottom_rebound
600582.SH,5.88,1,1.2,5,strategy_box_bottom_rebound
600787.SH,5.89,1,1.2,5,strategy_box_bottom_rebound
601377.SH,5.89,1,1.2,5,strategy_box_bottom_rebound
600493.SH,5.91,1,1.2,5,strategy_box_bottom_rebound
601997.SH,5.91,1,1.2,5,strategy_box_bottom_rebound
600029.SH,5.94,1,1.2,5,strategy_box_bottom_rebound
600167.SH,5.96,1,1.2,5,strategy_box_bottom_rebound
002483.SZ,5.97,1,1.2,5,strategy_box_bottom_rebound
603618.SH,6.05,1,1.2,5,strategy_box_bottom_rebound
002030.SZ,6.07,1,1.2,5,strategy_box_bottom_rebound
002571.SZ,6.07,1,1.2,5,strategy_macd_divergent_gold_cross
601872.SH,6.09,1,1.2,5,strategy_box_bottom_rebound
603117.SH,6.09,1,1.2,5,strategy_box_bottom_rebound
002300.SZ,6.1,1,1.2,5,strategy_box_bottom_rebound
000531.SZ,6.11,1,1.2,5,strategy_box_bottom_rebound
605366.SH,6.12,1,1.2,5,strategy_box_bottom_rebound
000153.SZ,6.16,1,1.2,5,strategy_box_bottom_rebound
600185.SH,6.16,1,1.2,5,strategy_box_bottom_rebound
000679.SZ,6.18,1,1.2,5,strategy_box_bottom_rebound
002178.SZ,6.18,1,1.2,5,strategy_box_bottom_rebound
000541.SZ,6.19,1,1.2,5,strategy_box_bottom_rebound
000030.SZ,6.21,1,1.2,5,strategy_box_bottom_rebound
600755.SH,6.21,1,1.2,5,strategy_box_bottom_rebound
603378.SH,6.21,1,1.2,5,strategy_box_bottom_rebound
601226.SH,6.22,1,1.2,5,strategy_box_bottom_rebound
002100.SZ,6.23,1,1.2,5,strategy_box_bottom_rebound
002587.SZ,6.25,1,1.2,5,strategy_ma_convergence_start
600351.SH,6.25,1,1.2,5,strategy_box_bottom_rebound
600918.SH,6.25,1,1.2,5,strategy_box_bottom_rebound
603126.SH,6.25,1,1.2,5,strategy_box_bottom_rebound
002404.SZ,6.26,1,1.2,5,strategy_box_bottom_rebound
000983.SZ,6.27,1,1.2,5,strategy_box_bottom_rebound
600693.SH,6.3,1,1.2,5,strategy_box_bottom_rebound
600707.SH,6.31,1,1.2,5,strategy_box_bottom_rebound
000791.SZ,6.32,1,1.2,5,strategy_box_bottom_rebound
000886.SZ,6.32,1,1.2,5,strategy_consolidation_breakout_preparation
002201.SZ,6.32,1,1.2,5,strategy_box_bottom_rebound
600611.SH,6.32,1,1.2,5,strategy_box_bottom_rebound
000906.SZ,6.35,1,1.2,5,strategy_box_bottom_rebound
600778.SH,6.36,1,1.2,5,strategy_box_bottom_rebound
603318.SH,6.37,1,1.2,5,strategy_box_bottom_rebound
603060.SH,6.38,1,1.2,5,strategy_box_bottom_rebound
002354.SZ,6.39,1,1.2,5,strategy_box_bottom_rebound
000973.SZ,6.4,1,1.2,5,strategy_box_bottom_rebound
002198.SZ,6.4,1,1.2,5,strategy_box_bottom_rebound
600098.SH,6.45,1,1.2,5,strategy_box_bottom_rebound
600335.SH,6.45,1,1.2,5,strategy_box_bottom_rebound
000716.SZ,6.47,1,1.2,5,strategy_box_bottom_rebound
603111.SH,6.51,1,1.2,5,strategy_box_bottom_rebound
600210.SH,6.52,1,1.2,5,strategy_box_bottom_rebound
002614.SZ,6.54,1,1.2,5,strategy_box_bottom_rebound
000987.SZ,6.58,1,1.2,5,strategy_box_bottom_rebound
002279.SZ,6.58,1,1.2,5,strategy_macd_divergent_gold_cross
000002.SZ,6.6,1,1.2,5,strategy_box_bottom_rebound
002035.SZ,6.61,1,1.2,5,strategy_box_bottom_rebound
600971.SH,6.61,1,1.2,5,strategy_box_bottom_rebound
600348.SH,6.63,1,1.2,5,strategy_box_bottom_rebound
600906.SH,6.64,1,1.2,5,strategy_box_bottom_rebound
600019.SH,6.65,1,1.2,5,strategy_box_bottom_rebound
000937.SZ,6.68,1,1.2,5,strategy_box_bottom_rebound
600719.SH,6.7,1,1.2,5,strategy_box_bottom_rebound
002187.SZ,6.71,1,1.2,5,strategy_box_bottom_rebound
600057.SH,6.72,1,1.2,5,strategy_box_bottom_rebound
601918.SH,6.72,1,1.2,5,strategy_box_bottom_rebound
002797.SZ,6.73,1,1.2,5,strategy_box_bottom_rebound
600127.SH,6.77,1,1.2,5,strategy_box_bottom_rebound
600825.SH,6.77,1,1.2,5,strategy_box_bottom_rebound
601801.SH,6.84,1,1.2,5,strategy_box_bottom_rebound
002681.SZ,6.88,1,1.2,5,strategy_box_bottom_rebound
000617.SZ,6.92,1,1.2,5,strategy_box_bottom_rebound
002367.SZ,6.92,1,1.2,5,strategy_box_bottom_rebound
600195.SH,6.94,1,1.2,5,strategy_box_bottom_rebound
600284.SH,6.94,1,1.2,5,strategy_ma_convergence_start
000670.SZ,6.96,1,1.2,5,strategy_box_bottom_rebound
000800.SZ,6.99,1,1.2,5,strategy_box_bottom_rebound
600229.SH,6.99,1,1.2,5,strategy_box_bottom_rebound
002252.SZ,7.0,1,1.2,5,strategy_box_bottom_rebound
002452.SZ,7.01,1,1.2,5,strategy_box_bottom_rebound
001391.SZ,7.02,1,1.2,5,strategy_box_bottom_rebound
000042.SZ,7.03,1,1.2,5,strategy_box_bottom_rebound
000404.SZ,7.03,1,1.2,5,strategy_box_bottom_rebound
000070.SZ,7.04,1,1.2,5,strategy_consolidation_breakout_preparation
000157.SZ,7.05,1,1.2,5,strategy_box_bottom_rebound
000713.SZ,7.05,1,1.2,5,strategy_box_bottom_rebound
603617.SH,7.05,1,1.2,5,strategy_box_bottom_rebound
603316.SH,7.06,1,1.2,5,strategy_consolidation_breakout_preparation
600237.SH,7.07,1,1.2,5,strategy_box_bottom_rebound
000655.SZ,7.08,1,1.2,5,strategy_ma_convergence_start
603717.SH,7.09,1,1.2,5,strategy_box_bottom_rebound
600061.SH,7.12,1,1.2,5,strategy_box_bottom_rebound
000089.SZ,7.14,1,1.2,5,strategy_box_bottom_rebound
002996.SZ,7.18,1,1.2,5,strategy_macd_divergent_gold_cross
600278.SH,7.18,1,1.2,5,strategy_box_bottom_rebound
600733.SH,7.18,1,1.2,5,strategy_box_bottom_rebound
601766.SH,7.18,1,1.2,5,strategy_box_bottom_rebound
002455.SZ,7.19,1,1.2,5,strategy_box_bottom_rebound
000700.SZ,7.2,1,1.2,5,strategy_box_bottom_rebound
600100.SH,7.21,1,1.2,5,strategy_box_bottom_rebound
002282.SZ,7.22,1,1.2,5,strategy_box_bottom_rebound
601101.SH,7.24,1,1.2,5,strategy_box_bottom_rebound
601128.SH,7.24,1,1.2,5,strategy_box_bottom_rebound
600692.SH,7.25,1,1.2,5,strategy_consolidation_breakout_preparation
600177.SH,7.28,1,1.2,5,strategy_box_bottom_rebound
002027.SZ,7.29,1,1.2,5,strategy_box_bottom_rebound
002363.SZ,7.29,1,1.2,5,strategy_box_bottom_rebound
002440.SZ,7.29,1,1.2,5,strategy_box_bottom_rebound
601330.SH,7.3,1,1.2,5,strategy_box_bottom_rebound
600135.SH,7.32,1,1.2,5,strategy_box_bottom_rebound
600599.SH,7.35,1,1.2,5,strategy_box_bottom_rebound
600969.SH,7.35,1,1.2,5,strategy_box_bottom_rebound
000543.SZ,7.37,1,1.2,5,strategy_box_bottom_rebound
600628.SH,7.37,1,1.2,5,strategy_box_bottom_rebound
000910.SZ,7.38,1,1.2,5,strategy_box_bottom_rebound
600398.SH,7.38,1,1.2,5,strategy_box_bottom_rebound
600528.SH,7.38,1,1.2,5,strategy_box_bottom_rebound
600577.SH,7.41,1,1.2,5,strategy_box_bottom_rebound
002212.SZ,7.42,1,1.2,5,strategy_consolidation_breakout_preparation
002400.SZ,7.42,1,1.2,5,strategy_box_bottom_rebound
603987.SH,7.43,1,1.2,5,strategy_box_bottom_rebound
601798.SH,7.47,1,1.2,5,strategy_box_bottom_rebound
000925.SZ,7.48,1,1.2,5,strategy_box_bottom_rebound
002608.SZ,7.48,1,1.2,5,strategy_box_bottom_rebound
000686.SZ,7.49,1,1.2,5,strategy_box_bottom_rebound
002129.SZ,7.5,1,1.2,5,strategy_box_bottom_rebound
601727.SH,7.5,1,1.2,5,strategy_box_bottom_rebound
603779.SH,7.52,1,1.2,5,strategy_box_bottom_rebound
002233.SZ,7.57,1,1.2,5,strategy_box_bottom_rebound
002707.SZ,7.57,1,1.2,5,strategy_box_bottom_rebound
000911.SZ,7.58,1,1.2,5,strategy_box_bottom_rebound
002759.SZ,7.58,1,1.2,5,strategy_box_bottom_rebound
600727.SH,7.58,1,1.2,5,strategy_box_bottom_rebound
002454.SZ,7.6,1,1.2,5,strategy_box_bottom_rebound
002532.SZ,7.6,1,1.2,5,strategy_box_bottom_rebound
600866.SH,7.64,1,1.2,5,strategy_box_bottom_rebound
601238.SH,7.66,1,1.2,5,strategy_box_bottom_rebound
000612.SZ,7.67,1,1.2,5,strategy_ma_convergence_start
600579.SH,7.68,1,1.2,5,strategy_box_bottom_rebound
002406.SZ,7.69,1,1.2,5,strategy_box_bottom_rebound
002642.SZ,7.69,1,1.2,5,strategy_macd_divergent_gold_cross
002334.SZ,7.72,1,1.2,5,strategy_box_bottom_rebound
600867.SH,7.73,1,1.2,5,strategy_box_bottom_rebound
000039.SZ,7.75,1,1.2,5,strategy_box_bottom_rebound
603168.SH,7.78,1,1.2,5,strategy_consolidation_breakout_preparation
002745.SZ,7.82,1,1.2,5,strategy_box_bottom_rebound
600241.SH,7.82,1,1.2,5,strategy_ma_convergence_start
600826.SH,7.84,1,1.2,5,strategy_box_bottom_rebound
002769.SZ,7.86,1,1.2,5,strategy_box_bottom_rebound
002887.SZ,7.86,1,1.2,5,strategy_box_bottom_rebound
600305.SH,7.86,1,1.2,5,strategy_box_bottom_rebound
000156.SZ,7.88,1,1.2,5,strategy_box_bottom_rebound
603759.SH,7.88,1,1.2,5,strategy_box_bottom_rebound
002772.SZ,7.89,1,1.2,5,strategy_box_bottom_rebound
001313.SZ,7.91,1,1.2,5,strategy_box_bottom_rebound
600268.SH,7.94,1,1.2,5,strategy_box_bottom_rebound
600956.SH,7.95,1,1.2,5,strategy_box_bottom_rebound
600814.SH,7.96,1,1.2,5,strategy_box_bottom_rebound
601200.SH,8.0,1,1.2,5,strategy_box_bottom_rebound
000425.SZ,8.02,1,1.2,5,strategy_box_bottom_rebound
000759.SZ,8.02,1,1.2,5,strategy_box_bottom_rebound
601728.SH,8.02,1,1.2,5,strategy_box_bottom_rebound
603569.SH,8.03,1,1.2,5,strategy_box_bottom_rebound
603633.SH,8.04,1,1.2,5,strategy_box_bottom_rebound
002243.SZ,8.05,1,1.2,5,strategy_box_bottom_rebound
603058.SH,8.06,1,1.2,5,strategy_box_bottom_rebound
000009.SZ,8.09,1,1.2,5,strategy_box_bottom_rebound
603626.SH,8.1,1,1.2,5,strategy_box_bottom_rebound
600596.SH,8.11,1,1.2,5,strategy_ma_convergence_start
000058.SZ,8.15,1,1.2,5,strategy_box_bottom_rebound
000672.SZ,8.15,1,1.2,5,strategy_box_bottom_rebound
600356.SH,8.15,1,1.2,5,strategy_ma_convergence_start
603105.SH,8.15,1,1.2,5,strategy_box_bottom_rebound
605158.SH,8.15,1,1.2,5,strategy_box_bottom_rebound
000544.SZ,8.16,1,1.2,5,strategy_box_bottom_rebound
600838.SH,8.21,1,1.2,5,strategy_box_bottom_rebound
603158.SH,8.21,1,1.2,5,strategy_box_bottom_rebound
601236.SH,8.23,1,1.2,5,strategy_ma_convergence_start
002561.SZ,8.24,1,1.2,5,strategy_box_bottom_rebound
603387.SH,8.24,1,1.2,5,strategy_box_bottom_rebound
000050.SZ,8.25,1,1.2,5,strategy_box_bottom_rebound
603528.SH,8.26,1,1.2,5,strategy_box_bottom_rebound
002394.SZ,8.27,1,1.2,5,strategy_box_bottom_rebound
600746.SH,8.28,1,1.2,5,strategy_box_bottom_rebound
600366.SH,8.3,1,1.2,5,strategy_macd_divergent_gold_cross
002221.SZ,8.31,1,1.2,5,strategy_box_bottom_rebound
600629.SH,8.32,1,1.2,5,strategy_box_bottom_rebound
603313.SH,8.36,1,1.2,5,strategy_ma_convergence_start
002469.SZ,8.37,1,1.2,5,strategy_box_bottom_rebound
600630.SH,8.38,1,1.2,5,strategy_box_bottom_rebound
601311.SH,8.38,1,1.2,5,strategy_box_bottom_rebound
601777.SH,8.39,1,1.2,5,strategy_box_bottom_rebound
000301.SZ,8.4,1,1.2,5,strategy_box_bottom_rebound
603689.SH,8.47,1,1.2,5,strategy_box_bottom_rebound
001322.SZ,8.48,1,1.2,5,strategy_box_bottom_rebound
002918.SZ,8.48,1,1.2,5,strategy_box_bottom_rebound
600109.SH,8.48,1,1.2,5,strategy_box_bottom_rebound
601666.SH,8.48,1,1.2,5,strategy_box_bottom_rebound
000635.SZ,8.49,1,1.2,5,strategy_box_bottom_rebound
002788.SZ,8.49,1,1.2,5,strategy_box_bottom_rebound
600198.SH,8.49,1,1.2,5,strategy_box_bottom_rebound
601857.SH,8.51,1,1.2,5,strategy_ma_convergence_start
600986.SH,8.53,1,1.2,5,strategy_box_bottom_rebound
002706.SZ,8.55,1,1.2,5,strategy_box_bottom_rebound
600996.SH,8.55,1,1.2,5,strategy_box_bottom_rebound
002877.SZ,8.56,1,1.2,5,strategy_box_bottom_rebound
002493.SZ,8.57,1,1.2,5,strategy_box_bottom_rebound
603982.SH,8.62,1,1.2,5,strategy_box_bottom_rebound
002645.SZ,8.63,1,1.2,5,strategy_ma_convergence_start
600916.SH,8.66,1,1.2,5,strategy_box_bottom_rebound
000582.SZ,8.69,1,1.2,5,strategy_box_bottom_rebound
002606.SZ,8.69,1,1.2,5,strategy_box_bottom_rebound
605268.SH,8.69,1,1.2,5,strategy_box_bottom_rebound
603177.SH,8.7,1,1.2,5,strategy_ma_convergence_start
002033.SZ,8.71,1,1.2,5,strategy_box_bottom_rebound
600642.SH,8.71,1,1.2,5,strategy_box_bottom_rebound
002163.SZ,8.76,1,1.2,5,strategy_macd_divergent_gold_cross
000752.SZ,8.8,1,1.2,5,strategy_box_bottom_rebound
601890.SH,8.8,1,1.2,5,strategy_box_bottom_rebound
600021.SH,8.81,1,1.2,5,strategy_box_bottom_rebound
002248.SZ,8.82,1,1.2,5,strategy_box_bottom_rebound
600546.SH,8.82,1,1.2,5,strategy_box_bottom_rebound
601800.SH,8.85,1,1.2,5,strategy_box_bottom_rebound
002293.SZ,8.87,1,1.2,5,strategy_box_bottom_rebound
002369.SZ,8.88,1,1.2,5,strategy_box_bottom_rebound
603609.SH,8.89,1,1.2,5,strategy_box_bottom_rebound
002185.SZ,8.94,1,1.2,5,strategy_box_bottom_rebound
000666.SZ,8.97,1,1.2,5,strategy_macd_divergent_gold_cross
001286.SZ,8.97,1,1.2,5,strategy_box_bottom_rebound
601611.SH,9.01,1,1.2,5,strategy_box_bottom_rebound
002171.SZ,9.02,1,1.2,5,strategy_consolidation_breakout_preparation
002700.SZ,9.04,1,1.2,5,strategy_ma_convergence_start
002521.SZ,9.05,1,1.2,5,strategy_box_bottom_rebound
603328.SH,9.05,1,1.2,5,strategy_box_bottom_rebound
603022.SH,9.06,1,1.2,5,strategy_ma_convergence_start
000501.SZ,9.08,1,1.2,5,strategy_box_bottom_rebound
002786.SZ,9.08,1,1.2,5,strategy_box_bottom_rebound
600865.SH,9.09,1,1.2,5,strategy_box_bottom_rebound
601298.SH,9.1,1,1.2,5,strategy_box_bottom_rebound
000899.SZ,9.11,1,1.2,5,strategy_box_bottom_rebound
600879.SH,9.13,1,1.2,5,strategy_box_bottom_rebound
002761.SZ,9.14,1,1.2,5,strategy_ma_convergence_start
600267.SH,9.15,1,1.2,5,strategy_box_bottom_rebound
600663.SH,9.17,1,1.2,5,strategy_box_bottom_rebound
