股票代码,现价,昨收,策略数量,策略名称
000514,,5.67,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
000796,,4.44,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
000823,,13.08,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
001390,,24.97,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
002055,,7.68,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
002201,,9.09,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
002218,,3.72,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
002225,,5.92,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
002377,,3.39,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
002520,,6.74,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
002865,,42.69,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
301030,,19.22,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
301123,,27.25,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
301258,,36.1,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
301555,,29.8,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
301658,,36.0,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
600126,,9.58,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
600148,,22.76,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
600545,,2.5,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
600927,,17.18,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
603127,,24.75,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
603185,,16.39,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
603429,,10.19,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
603778,,3.75,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
605162,,10.33,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
000655,,8.07,1,strategy_top_gainers
000920,,12.56,1,strategy_top_gainers
001296,,20.94,1,strategy_top_gainers
001389,,65.19,1,strategy_top_gainers
002208,,7.45,1,strategy_top_gainers
002552,,16.3,1,strategy_top_gainers
301165,,60.99,1,strategy_top_gainers
301489,,60.27,1,strategy_top_gainers
301626,,115.91,1,strategy_top_gainers
600438,,20.02,1,strategy_top_gainers
600481,,5.87,1,strategy_top_gainers
600744,,7.37,1,strategy_top_gainers
601133,,13.39,1,strategy_top_gainers
601138,,26.38,1,strategy_top_gainers
603207,,33.78,1,strategy_top_gainers
603228,,50.55,1,strategy_top_gainers
603327,,10.04,1,strategy_top_gainers
834770,,22.31,1,strategy_top_gainers
837821,,33.8,1,strategy_top_gainers
000042,,7.96,1,strategy_plate_breakout_post_close
000567,,6.26,1,strategy_plate_breakout_post_close
000617,,8.65,1,strategy_plate_breakout_post_close
000753,,5.59,1,strategy_plate_breakout_post_close
000821,,12.2,1,strategy_plate_breakout_post_close
000977,,51.88,1,strategy_plate_breakout_post_close
002112,,14.12,1,strategy_plate_breakout_post_close
002170,,11.03,1,strategy_plate_breakout_post_close
002436,,13.84,1,strategy_plate_breakout_post_close
002623,,24.62,1,strategy_plate_breakout_post_close
002636,,13.72,1,strategy_plate_breakout_post_close
002683,,35.91,1,strategy_plate_breakout_post_close
002721,,4.75,1,strategy_plate_breakout_post_close
002837,,30.86,1,strategy_plate_breakout_post_close
002969,,3.79,1,strategy_plate_breakout_post_close
301193,,20.0,1,strategy_plate_breakout_post_close
301217,,16.88,1,strategy_plate_breakout_post_close
301327,,53.48,1,strategy_plate_breakout_post_close
301515,,21.9,1,strategy_plate_breakout_post_close
301526,,5.04,1,strategy_plate_breakout_post_close
301577,,64.08,1,strategy_plate_breakout_post_close
600063,,4.91,1,strategy_plate_breakout_post_close
600176,,12.54,1,strategy_plate_breakout_post_close
600255,,3.46,1,strategy_plate_breakout_post_close
600498,,21.27,1,strategy_plate_breakout_post_close
601012,,16.47,1,strategy_plate_breakout_post_close
601208,,11.97,1,strategy_plate_breakout_post_close
601567,,23.12,1,strategy_plate_breakout_post_close
603260,,50.32,1,strategy_plate_breakout_post_close
603271,,37.62,1,strategy_plate_breakout_post_close
603611,,22.91,1,strategy_plate_breakout_post_close
603618,,6.6,1,strategy_plate_breakout_post_close
603799,,38.89,1,strategy_plate_breakout_post_close
605366,,6.49,1,strategy_plate_breakout_post_close
835305,,16.33,1,strategy_plate_breakout_post_close
000333,,72.22,1,strategy_ma_convergence_start
000596,,135.6,1,strategy_ma_convergence_start
002001,,21.91,1,strategy_ma_convergence_start
600660,,57.64,1,strategy_ma_convergence_start
601126,,16.73,1,strategy_ma_convergence_start
603103,,16.44,1,strategy_ma_convergence_start
603202,,100.36,2,"strategy_consolidation_breakout_preparation, strategy_ma_convergence_start"
600704,,5.97,2,"strategy_check_breakout_batch, strategy_plate_breakout_post_close"
000975,,18.87,1,strategy_box_bottom_rebound
002595,,58.3,1,strategy_box_bottom_rebound
600989,,15.93,1,strategy_box_bottom_rebound
603337,,35.0,1,strategy_box_bottom_rebound
603699,,29.77,1,strategy_box_bottom_rebound
603816,,24.5,1,strategy_box_bottom_rebound
605499,,301.23,1,strategy_box_bottom_rebound
