股票代码,现价,昨收,策略数量,策略名称
000016,,5.07,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
000065,,10.75,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
000572,,4.28,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
000892,,4.63,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
002051,,8.87,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
002074,,30.53,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
002175,,4.69,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
002210,,2.67,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
002263,,2.82,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
002281,,47.19,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
002426,,3.44,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
002453,,5.98,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
002542,,3.41,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
002670,,13.16,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
002921,,14.7,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
301022,,34.14,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
301349,,39.52,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
301398,,39.49,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
301617,,42.75,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
600095,,9.09,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
603155,,17.41,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
603800,,26.04,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
603920,,29.54,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
603948,,23.73,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
833284,,33.18,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
834475,,25.22,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
839790,,49.88,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
873706,,20.37,2,"strategy_top_gainers, strategy_plate_breakout_post_close"
000903,,4.51,1,strategy_top_gainers
002227,,13.09,1,strategy_top_gainers
002355,,7.65,1,strategy_top_gainers
002562,,4.82,1,strategy_top_gainers
002703,,12.74,1,strategy_top_gainers
002976,,26.39,1,strategy_top_gainers
301000,,47.27,1,strategy_top_gainers
301590,,165.53,1,strategy_top_gainers
600212,,8.25,1,strategy_top_gainers
600513,,10.2,1,strategy_top_gainers
600592,,22.78,1,strategy_top_gainers
601177,,17.68,1,strategy_top_gainers
603119,,42.91,1,strategy_top_gainers
603258,,24.13,1,strategy_top_gainers
603275,,42.91,1,strategy_top_gainers
605398,,31.85,1,strategy_top_gainers
833454,,21.75,1,strategy_top_gainers
833533,,38.62,1,strategy_top_gainers
836221,,25.85,1,strategy_top_gainers
839273,,42.46,1,strategy_top_gainers
873593,,37.02,1,strategy_top_gainers
920002,,181.99,1,strategy_top_gainers
000009,,8.81,1,strategy_plate_breakout_post_close
000833,,12.82,1,strategy_plate_breakout_post_close
000988,,46.28,1,strategy_plate_breakout_post_close
001223,,41.11,1,strategy_plate_breakout_post_close
001301,,49.71,1,strategy_plate_breakout_post_close
002125,,14.87,1,strategy_plate_breakout_post_close
002160,,4.26,1,strategy_plate_breakout_post_close
002182,,12.39,1,strategy_plate_breakout_post_close
002192,,30.66,1,strategy_plate_breakout_post_close
002265,,23.72,1,strategy_plate_breakout_post_close
002357,,9.14,1,strategy_plate_breakout_post_close
