ts_code,name
603400.SH,华之杰
603555.SH,ST贵人
603600.SH,永艺股份
603603.SH,退市博天
603717.SH,天域生物
603733.SH,仙鹤股份
603778.SH,国晟科技
603789.SH,*ST星农
603869.SH,ST智知
603876.SH,XD鼎胜新
603886.SH,元祖股份
603963.SH,*ST大药
603966.SH,法兰泰克
603968.SH,醋化股份
603996.SH,退市中新
605218.SH,伟时电子
605378.SH,野马电池
605500.SH,森林包装
605577.SH,龙版传媒
688027.SH,国盾量子
688033.SH,天宜上佳
688041.SH,海光信息
688057.SH,金达莱
688086.SH,退市紫晶
688089.SH,嘉必优
688132.SH,邦彦技术
688161.SH,威高骨科
688237.SH,超卓航科
688371.SH,菲沃泰
688420.SH,美腾科技
688425.SH,铁建重工
688432.SH,有研硅
688468.SH,科美诊断
688479.SH,友车科技
688516.SH,奥特维
688529.SH,豪森智能
688538.SH,和辉光电-U
688555.SH,退市泽达
688560.SH,明冠新材
688585.SH,上纬新材
688683.SH,莱尔科技
688707.SH,振华新材
688775.SH,影石创新
688278.SH,特宝生物
002028.SZ,思源电气
688278.SH,特宝生物
688531.SH,日联科技
601689.SH,拓普集团
688320.SH,禾川科技
002988.SZ,豪美新材
688193.SH,仁度生物
601628.SH,中国人寿
603322.SH,超讯通信
605088.SH,冠盛股份
688591.SH,泰凌微
603375.SH,盛景微
001359.SZ,平安电工
002151.SZ,北斗星通
001311.SZ,多利科技
688058.SH,宝兰德
601318.SH,中国平安
688177.SH,百奥泰
603690.SH,至纯科技
688298.SH,东方生物
600066.SH,宇通客车
603888.SH,新华网
603800.SH,洪田股份
688420.SH,美腾科技
688777.SH,中控技术
000099.SZ,中信海直
688063.SH,XD派能科
688339.SH,亿华通-U
688737.SH,中自科技
000975.SZ,山金国际
601225.SH,陕西煤业
001298.SZ,好上好
688135.SH,利扬芯片
603922.SH,金鸿顺
600114.SH,东睦股份
688449.SH,联芸科技
688037.SH,芯源微
002915.SZ,中欣氟材
600506.SH,统一股份
688281.SH,华秦科技
601899.SH,紫金矿业
688392.SH,骄成超声
001287.SZ,中电港
600741.SH,华域汽车
688082.SH,盛美上海
601177.SH,杭齿前进
600206.SH,有研新材
688099.SH,晶晨股份
001326.SZ,联域股份
600999.SH,招商证券
000792.SZ,盐湖股份
002957.SZ,科瑞技术
601900.SH,南方传媒
002801.SZ,微光股份
002738.SZ,中矿资源
603061.SH,金海通
001395.SZ,亚联机械
600480.SH,凌云股份
003028.SZ,振邦智能
603711.SH,香飘飘
002749.SZ,国光股份
601086.SH,国芳集团
605222.SH,起帆电缆
605128.SH,上海沿浦
002346.SZ,柘中股份
003015.SZ,日久光电
000960.SZ,锡业股份
002078.SZ,太阳纸业
601098.SH,中南传媒
603813.SH,*ST原尚
688633.SH,星球石墨
002276.SZ,万马股份
688233.SH,神工股份
603519.SH,立霸股份
603929.SH,亚翔集成
000636.SZ,风华高科
002179.SZ,中航光电
688101.SH,三达膜
600030.SH,中信证券
000969.SZ,安泰科技
001965.SZ,招商公路
001266.SZ,宏英智能
002101.SZ,广东鸿图
601058.SH,赛轮轮胎
001376.SZ,百通能源
600460.SH,士兰微
002456.SZ,欧菲光
600343.SH,航天动力
603297.SH,永新光学
688165.SH,埃夫特-U
603303.SH,得邦照明
002423.SZ,中粮资本
600580.SH,卧龙电驱
002976.SZ,瑞玛精密
002972.SZ,科安达
603408.SH,建霖家居
688059.SH,华锐精密
002011.SZ,盾安环境
688543.SH,国科军工
002708.SZ,光洋股份
600548.SH,深高速
600745.SH,闻泰科技
603551.SH,奥普科技
002093.SZ,国脉科技
603786.SH,科博达
000999.SZ,华润三九
002186.SZ,全 聚 德
600539.SH,狮头股份
688699.SH,明微电子
000828.SZ,东莞控股
600894.SH,广日股份
688203.SH,海正生材
003021.SZ,兆威机电
002584.SZ,西陇科学
002205.SZ,国统股份
688399.SH,硕世生物
600835.SH,上海机电
688721.SH,龙图光罩
002052.SZ,*ST同洲
601696.SH,中银证券
600153.SH,建发股份
600775.SH,南京熊猫
002272.SZ,川润股份
688726.SH,拉普拉斯
603966.SH,法兰泰克
688697.SH,纽威数控
002242.SZ,九阳股份
601985.SH,中国核电
002079.SZ,苏州固锝
688012.SH,中微公司
688418.SH,震有科技
002605.SZ,姚记科技
603909.SH,建发合诚
002140.SZ,东华科技
002835.SZ,同为股份
603895.SH,天永智能
603350.SH,安乃达
603661.SH,恒林股份
603088.SH,宁波精达
605369.SH,拱东医疗
002888.SZ,惠威科技
603515.SH,欧普照明
600271.SH,航天信息
002588.SZ,史丹利
603078.SH,江化微
603399.SH,永杉锂业
603982.SH,泉峰汽车
688006.SH,杭可科技
000685.SZ,中山公用
002357.SZ,富临运业
688355.SH,明志科技
002371.SZ,北方华创
688309.SH,恒誉环保
688456.SH,有研粉材
000635.SZ,英 力 特
600198.SH,大唐电信
000301.SZ,东方盛虹
603158.SH,腾龙股份
688720.SH,艾森股份
601555.SH,东吴证券
603282.SH,亚光股份
688558.SH,国盛智科
603626.SH,科森科技
688659.SH,元琛科技
601200.SH,上海环境
603321.SH,梅轮电梯
688605.SH,先锋精科
002085.SZ,万丰奥威
603036.SH,如通股份
688638.SH,誉辰智能
601127.SH,赛力斯
603726.SH,朗迪集团
600032.SH,浙江新能
000156.SZ,华数传媒
000039.SZ,中集集团
603990.SH,麦迪科技
688563.SH,航材股份
002097.SZ,山河智能
002236.SZ,大华股份
688521.SH,芯原股份
600241.SH,时代万恒
600064.SH,南京高科
003016.SZ,欣贺股份
600487.SH,亨通光电
002560.SZ,通达股份
603903.SH,中持股份
605011.SH,杭州热电
605222.SH,起帆电缆
002297.SZ,博云新材
002400.SZ,省广集团
601512.SH,中新集团
600058.SH,五矿发展
688585.SH,上纬新材
000925.SZ,众合科技
001356.SZ,富岭股份
002091.SZ,江苏国泰
603290.SH,斯达半导
002401.SZ,中远海科
688088.SH,虹软科技
600156.SH,XD华升股
003005.SZ,竞业达
688146.SH,中船特气
000049.SZ,德赛电池
002415.SZ,海康威视
000157.SZ,中联重科
600237.SH,铜峰电子
688381.SH,帝奥微
688307.SH,中润光学
002353.SZ,杰瑞股份
688007.SH,光峰科技
603160.SH,汇顶科技
000617.SZ,中油资本
605020.SH,永和股份
603316.SH,诚邦股份
600520.SH,三佳科技
605589.SH,圣泉集团
002885.SZ,京泉华
688143.SH,长盈通
000670.SZ,盈方微
600019.SH,宝钢股份
601006.SH,大秦铁路
688583.SH,思看科技
600367.SH,红星发展
002903.SZ,宇环数控
688631.SH,莱斯信息
688019.SH,安集科技
002859.SZ,洁美科技
688766.SH,普冉股份
002520.SZ,日发精机
600667.SH,太极实业
605208.SH,永茂泰
603344.SH,星德胜
603919.SH,金徽酒
600918.SH,中泰证券
601179.SH,中国西电
600855.SH,航天长峰
603610.SH,麒盛科技
603029.SH,天鹅股份
600106.SH,重庆路桥
002304.SZ,洋河股份
600780.SH,通宝能源
688217.SH,睿昂基因
688098.SH,申联生物
688066.SH,航天宏图
600256.SH,广汇能源
600089.SH,特变电工
605166.SH,聚合顺
600592.SH,龙溪股份
000498.SZ,山东路桥
600027.SH,华电国际
002727.SZ,一心堂
600864.SH,哈投股份
601686.SH,友发集团
688653.SH,康希通信
600538.SH,国发股份
000715.SZ,中兴商业
002053.SZ,云南能投
600917.SH,重庆燃气
002766.SZ,索菱股份
603767.SH,中马传动
603517.SH,绝味食品
002739.SZ,万达电影
603163.SH,圣晖集成
002328.SZ,新朋股份
001282.SZ,三联锻造
601886.SH,江河集团
688603.SH,天承科技
688261.SH,东微半导
601958.SH,金钼股份
603225.SH,新凤鸣
601216.SH,君正集团
600390.SH,五矿资本
603499.SH,翔港科技
603878.SH,武进不锈
688475.SH,萤石网络
688093.SH,世华科技
600373.SH,中文传媒
600287.SH,ST舜天
600163.SH,中闽能源
605133.SH,嵘泰股份
603788.SH,宁波高发
603508.SH,思维列控
002922.SZ,伊戈尔
600101.SH,明星电力
688168.SH,安博通
603530.SH,神马电力
600714.SH,金瑞矿业
000557.SZ,西部创业
002479.SZ,富春环保
600822.SH,上海物贸
600382.SH,广东明珠
603667.SH,五洲新春
688507.SH,XD索辰科
600149.SH,廊坊发展
002516.SZ,旷达科技
002538.SZ,司尔特
002879.SZ,长缆科技
603172.SH,万丰股份
600281.SH,华阳新材
002718.SZ,友邦吊顶
605365.SH,立达信
002538.SZ,司尔特
002879.SZ,长缆科技
600281.SH,华阳新材
002718.SZ,友邦吊顶
605365.SH,立达信
000681.SZ,视觉中国
000155.SZ,川能动力
000532.SZ,华金资本
600839.SH,四川长虹
000829.SZ,天音控股
002666.SZ,德联集团
688181.SH,八亿时空
688671.SH,碧兴物联
002637.SZ,赞宇科技
000539.SZ,粤电力Ａ
000807.SZ,云铝股份
603367.SH,辰欣药业
605259.SH,绿田机械
603358.SH,华达科技
603863.SH,松炀资源
601799.SH,星宇股份
601021.SH,春秋航空
601336.SH,新华保险
603970.SH,中农立华
600004.SH,白云机场
688651.SH,盛邦安全
688469.SH,芯联集成-U
603124.SH,江南新材
688429.SH,时创能源
601118.SH,海南橡胶
603871.SH,嘉友国际
688172.SH,燕东微
000883.SZ,湖北能源
603239.SH,浙江仙通
603040.SH,新坐标
002715.SZ,登云股份
001330.SZ,博纳影业
000060.SZ,中金岭南
603738.SH,泰晶科技
002077.SZ,大港股份
002183.SZ,怡 亚 通
002970.SZ,锐明技术
600966.SH,博汇纸业
002870.SZ,香山股份
002465.SZ,海格通信
688209.SH,英集芯
688095.SH,福昕软件
603356.SH,华菱精工
601608.SH,中信重工
000719.SZ,中原传媒
002448.SZ,中原内配
002185.SZ,华天科技
002429.SZ,兆驰股份
605268.SH,王力安防
603220.SH,中贝通信
002829.SZ,星网宇达
002466.SZ,天齐锂业
001255.SZ,博菲电气
603685.SH,晨丰科技
000887.SZ,中鼎股份
603272.SH,联翔股份
688700.SH,东威科技
603177.SH,德创环保
002135.SZ,东南网架
600651.SH,飞乐音响
600310.SH,广西能源
688138.SH,清溢光电
603037.SH,凯众股份
603517.SH,绝味食品
000007.SZ,全新好
600282.SH,南钢股份
600863.SH,内蒙华电
002641.SZ,公元股份
603183.SH,建研院
002031.SZ,巨轮智能
603501.SH,韦尔股份
603188.SH,亚邦股份
603528.SH,多伦科技
001288.SZ,运机集团
002424.SZ,ST百灵
688048.SH,长光华芯
688249.SH,晶合集成
003007.SZ,直真科技
688509.SH,正元地信
002895.SZ,川恒股份
603052.SH,可川科技
001380.SZ,华纬科技
603066.SH,音飞储存
000628.SZ,高新发展
603236.SH,移远通信
688581.SH,安杰思
002472.SZ,双环传动
000652.SZ,泰达股份
603633.SH,徕木股份
000425.SZ,徐工机械
003031.SZ,中瓷电子
605358.SH,立昂微
688119.SH,中钢洛耐
002745.SZ,木林森
603488.SH,展鹏科技
600933.SH,爱柯迪
603107.SH,上海汽配
603124.SH,江南新材
600248.SH,陕建股份
600448.SH,华纺股份
688653.SH,康希通信
603172.SH,万丰股份
603556.SH,海兴电力
603501.SH,韦尔股份
002560.SZ,通达股份
002757.SZ,南兴股份
600398.SH,海澜之家
688345.SH,博力威
002119.SZ,康强电子
601599.SH,浙文影业
002987.SZ,京北方
002400.SZ,省广集团
000810.SZ,创维数字
000925.SZ,众合科技
600969.SH,郴电国际
000408.SZ,藏格矿业
000543.SZ,皖能电力
603232.SH,格尔软件
605189.SH,富春染织
000066.SZ,中国长城
600523.SH,贵航股份
600531.SH,豫光金铅
002296.SZ,辉煌科技
002992.SZ,宝明科技
603355.SH,莱克电气
603325.SH,博隆技术
002131.SZ,利欧股份
002212.SZ,天融信
688352.SH,颀中科技
002716.SZ,湖南白银
600733.SH,北汽蓝谷
002705.SZ,新宝股份
688584.SH,上海合晶
002158.SZ,汉钟精机
601021.SH,春秋航空
000917.SZ,电广传媒
000825.SZ,太钢不锈
002222.SZ,福晶科技
000089.SZ,深圳机场
688433.SH,华曙高科
000090.SZ,天健集团
000404.SZ,长虹华意
605303.SH,园林股份
601128.SH,DR常熟银
688097.SH,博众精工
000697.SZ,ST炼石
601619.SH,嘉泽新能
603617.SH,君禾股份
688128.SH,中国电研
002060.SZ,广东建工
603324.SH,盛剑科技
600822.SH,上海物贸
603928.SH,兴业股份
000823.SZ,超声电子
688329.SH,艾隆科技
000563.SZ,陕国投Ａ
002985.SZ,北摩高科
688032.SH,禾迈股份
603138.SH,海量数据
600888.SH,新疆众和
688586.SH,江航装备
600825.SH,新华传媒
688055.SH,龙腾光电
605358.SH,立昂微
603035.SH,常熟汽饰
002054.SZ,德美化工
002102.SZ,能特科技
002533.SZ,金杯电工
688628.SH,优利德
688521.SH,芯原股份
002109.SZ,兴化股份
603583.SH,捷昌驱动
603360.SH,百傲化学
600839.SH,四川长虹
688981.SH,中芯国际
601006.SH,大秦铁路
600906.SH,财达证券
000415.SZ,渤海租赁
000509.SZ,华塑控股
688255.SH,凯尔达
688711.SH,宏微科技
688045.SH,必易微
688793.SH,倍轻松
000809.SZ,和展能源
688459.SH,哈铁科技
603298.SH,杭叉集团
000785.SZ,居然智家
000973.SZ,佛塑科技
002266.SZ,浙富控股
000062.SZ,深圳华强
600665.SH,天地源
601991.SH,大唐发电
688147.SH,微导纳米
002542.SZ,中化岩土
603121.SH,华培动力
002542.SZ,中化岩土
603121.SH,华培动力
002520.SZ,日发精机
000909.SZ,ST数源
603318.SH,水发燃气
000063.SZ,中兴通讯
600831.SH,ST广网
600279.SH,重庆港
600707.SH,彩虹股份
603444.SH,吉比特
002218.SZ,拓日新能
001378.SZ,德冠新材
002460.SZ,赣锋锂业
601226.SH,华电科工
600243.SH,*ST海华
688689.SH,银河微电
002439.SZ,启明星辰
000762.SZ,西藏矿业
002559.SZ,亚威股份
001323.SZ,慕思股份
603838.SH,*ST四通
600312.SH,平高电气
600292.SH,远达环保
003026.SZ,中晶科技
605008.SH,长鸿高科
000899.SZ,赣能股份
002048.SZ,宁波华翔
601965.SH,中国汽研
688170.SH,德龙激光
002443.SZ,金洲管道
600171.SH,上海贝岭
601611.SH,中国核建
002420.SZ,毅昌科技
600141.SH,兴发集团
001373.SZ,翔腾新材
002851.SZ,麦格米特
600689.SH,上海三毛
001256.SZ,炜冈科技
000831.SZ,中国稀土
002700.SZ,新疆浩源
600029.SH,南方航空
603636.SH,南威软件
600882.SH,妙可蓝多
002283.SZ,天润工业
603161.SH,科华控股
002654.SZ,万润科技
002977.SZ,天箭科技
002185.SZ,华天科技
002164.SZ,宁波东力
603348.SH,文灿股份
688308.SH,欧科亿
002239.SZ,奥特佳
688325.SH,赛微微电
603887.SH,城地香江
000803.SZ,山高环能
002676.SZ,顺威股份
603898.SH,好莱客
603357.SH,设计总院
688003.SH,天准科技
600688.SH,上海石化
688396.SH,华润微
600909.SH,华安证券
003039.SZ,顺控发展
002016.SZ,世荣兆业
002712.SZ,思美传媒
605168.SH,三人行
002883.SZ,中设股份
600179.SH,安通控股
001231.SZ,农心科技
600262.SH,北方股份
688197.SH,首药控股-U
000568.SZ,泸州老窖
002095.SZ,生 意 宝
688607.SH,康众医疗
000893.SZ,亚钾国际
600183.SH,生益科技
002426.SZ,胜利精密
688255.SH,凯尔达
002803.SZ,吉宏股份
000544.SZ,中原环保
601106.SH,中国一重
603380.SH,易德龙
003025.SZ,思进智能
603939.SH,益丰药房
002247.SZ,聚力文化
603986.SH,兆易创新
001337.SZ,四川黄金
688323.SH,瑞华泰
002117.SZ,东港股份
600728.SH,佳都科技
002893.SZ,京能热力
600756.SH,浪潮软件
600609.SH,金杯汽车
603859.SH,能科科技
002156.SZ,通富微电
001336.SZ,楚环科技
002210.SZ,飞马国际
002558.SZ,巨人网络
688327.SH,云从科技-UW
002314.SZ,南山控股
603201.SH,常润股份
002901.SZ,大博医疗
002158.SZ,汉钟精机
688610.SH,埃科光电
600312.SH,平高电气
002349.SZ,精华制药
600929.SH,雪天盐业
603992.SH,松霖科技
600012.SH,皖通高速
000629.SZ,钒钛股份
688201.SH,信安世纪
600199.SH,金种子酒
002106.SZ,莱宝高科
603638.SH,艾迪精密
600985.SH,淮北矿业
002861.SZ,瀛通通讯
688308.SH,欧科亿
000893.SZ,亚钾国际
603828.SH,ST柯利达
000021.SZ,深科技
600517.SH,国网英大
688548.SH,广钢气体
000818.SZ,航锦科技
002886.SZ,沃特股份
000528.SZ,柳    工
003017.SZ,大洋生物
600526.SH,菲达环保
000016.SZ,深康佳Ａ
002983.SZ,芯瑞达
600703.SH,三安光电
688733.SH,壹石通
001259.SZ,利仁科技
002935.SZ,天奥电子
603080.SH,新疆火炬
002782.SZ,可立克
001337.SZ,四川黄金
002512.SZ,达华智能
688718.SH,唯赛勃
002368.SZ,太极股份
600733.SH,北汽蓝谷
603980.SH,吉华集团
600100.SH,同方股份
000917.SZ,电广传媒
688076.SH,诺泰生物
601669.SH,中国电建
688292.SH,浩瀚深度
002802.SZ,洪汇新材
000069.SZ,华侨城Ａ
000727.SZ,冠捷科技
600426.SH,华鲁恒升
002156.SZ,通富微电
002678.SZ,珠江钢琴
688601.SH,力芯微
000697.SZ,ST炼石
600885.SH,宏发股份
002547.SZ,春兴精工
603579.SH,荣泰健康
001256.SZ,炜冈科技
603700.SH,宁水集团
002062.SZ,宏润建设
000571.SZ,新大洲A
601208.SH,东材科技
002182.SZ,宝武镁业
603969.SH,银龙股份
000932.SZ,华菱钢铁
603279.SH,景津装备
002065.SZ,东华软件
600658.SH,电子城
603266.SH,天龙股份
002945.SZ,华林证券
000088.SZ,盐 田 港
001330.SZ,博纳影业
603327.SH,福蓉科技
603022.SH,新通联
603662.SH,柯力传感
603100.SH,川仪股份
688652.SH,京仪装备
600756.SH,浪潮软件
003018.SZ,金富科技
688114.SH,华大智造
600719.SH,大连热电
600350.SH,山东高速
002884.SZ,凌霄泵业
002558.SZ,巨人网络
601068.SH,中铝国际
601868.SH,中国能建
688322.SH,奥比中光-UW
002506.SZ,协鑫集成
001339.SZ,智微智能
600699.SH,均胜电子
000002.SZ,万  科Ａ
002035.SZ,华帝股份
002917.SZ,金奥博
600337.SH,美克家居
002175.SZ,东方智造
688380.SH,中微半导
003033.SZ,征和工业
000821.SZ,京山轻机
002217.SZ,*ST合泰
002872.SZ,ST天圣
002872.SZ,ST天圣
601609.SH,金田股份
605376.SH,博迁新材
600824.SH,益民集团
688288.SH,鸿泉物联
600739.SH,辽宁成大
600882.SH,妙可蓝多
600584.SH,长电科技
603311.SH,金海高科
603860.SH,中公高科
000981.SZ,山子高科
002150.SZ,通润装备
688216.SH,气派科技
688171.SH,纬德信息
002487.SZ,大金重工
002871.SZ,伟隆股份
688750.SH,金天钛业
688466.SH,金科环境
002404.SZ,嘉欣丝绸
688419.SH,耐科装备
603933.SH,睿能科技
688334.SH,西高院
002730.SZ,电光科技
600389.SH,江山股份
002327.SZ,富安娜
002122.SZ,汇洲智能
002926.SZ,华西证券
001223.SZ,欧克科技
688067.SH,爱威科技
002300.SZ,太阳电缆
688343.SH,云天励飞-U
600863.SH,内蒙华电
000900.SZ,现代投资
603063.SH,禾望电气
603286.SH,日盈电子
000619.SZ,海螺新材
600847.SH,万里股份
688450.SH,光格科技
603466.SH,风语筑
002051.SZ,中工国际
600235.SH,民丰特纸
603315.SH,福鞍股份
000551.SZ,创元科技
688305.SH,科德数控
002153.SZ,石基信息
603105.SH,芯能科技
002911.SZ,佛燃能源
001306.SZ,夏厦精密
002515.SZ,金字火腿
600498.SH,烽火通信
002590.SZ,万安科技
688348.SH,昱能科技
688283.SH,坤恒顺维
001316.SZ,润贝航科
002553.SZ,南方精工
003040.SZ,楚天龙
002906.SZ,华阳集团
001270.SZ,*ST铖昌
600370.SH,三房巷
600470.SH,六国化工
600819.SH,耀皮玻璃
601121.SH,宝地矿业
600167.SH,联美控股
603803.SH,瑞斯康达
000607.SZ,华媒控股
002061.SZ,浙江交科
000890.SZ,法尔胜
688157.SH,松井股份
688021.SH,奥福科技
688272.SH,富吉瑞
002778.SZ,中晟高科
002138.SZ,顺络电子
000637.SZ,茂化实华
002755.SZ,奥赛康
688395.SH,正弦电气
002406.SZ,远东传动
688486.SH,龙迅股份
603097.SH,江苏华辰
603817.SH,海峡环保
688411.SH,海博思创
002591.SZ,恒大高新
000799.SZ,酒鬼酒
603018.SH,华设集团
688533.SH,上声电子
001336.SZ,楚环科技
688338.SH,赛科希德
688562.SH,航天软件
002768.SZ,国恩股份
603989.SH,艾华集团
603005.SH,晶方科技
601882.SH,海天精工
605258.SH,协和电子
603629.SH,利通电子
600619.SH,海立股份
600577.SH,精达股份
002933.SZ,新兴装备
000612.SZ,焦作万方
002712.SZ,思美传媒
688561.SH,奇安信-U
001209.SZ,洪兴股份
002748.SZ,世龙实业
603989.SH,艾华集团
002906.SZ,华阳集团
601882.SH,海天精工
605258.SH,协和电子
603276.SH,恒兴新材
600577.SH,精达股份
002933.SZ,新兴装备
002635.SZ,安洁科技
002712.SZ,思美传媒
002984.SZ,森麒麟
688561.SH,奇安信-U
603195.SH,公牛集团
002729.SZ,好利科技
603915.SH,国茂股份
002230.SZ,科大讯飞
603558.SH,健盛集团
601929.SH,吉视传媒
688090.SH,瑞松科技
003036.SZ,泰坦股份
002523.SZ,天桥起重
002679.SZ,福建金森
002274.SZ,华昌化工
002482.SZ,广田集团
605169.SH,洪通燃气
603897.SH,长城科技
002449.SZ,国星光电
000862.SZ,银星能源
600736.SH,苏州高新
002138.SZ,顺络电子
002131.SZ,利欧股份
002716.SZ,湖南白银
688525.SH,佰维存储
002005.SZ,ST德豪
002536.SZ,飞龙股份
688545.SH,兴福电子
603912.SH,佳力图
603678.SH,火炬电子
600489.SH,中金黄金
688116.SH,天奈科技
688682.SH,DR霍莱沃
688031.SH,星环科技-U
000778.SZ,新兴铸管
002248.SZ,华东数控
000953.SZ,河化股份
002012.SZ,凯恩股份
000959.SZ,首钢股份
688676.SH,金盘科技
688385.SH,复旦微电
600379.SH,宝光股份
001979.SZ,招商蛇口
688367.SH,工大高科
600847.SH,万里股份
601588.SH,北辰实业
002953.SZ,日丰股份
688130.SH,晶华微
002876.SZ,三利谱
000795.SZ,英洛华
688663.SH,新风光
688485.SH,九州一轨
603843.SH,*ST正平
002698.SZ,博实股份
600196.SH,复星医药
601360.SH,三六零
600547.SH,山东黄金
603187.SH,海容冷链
000620.SZ,新华联
688172.SH,燕东微
603300.SH,海南华铁
688620.SH,安凯微
000799.SZ,酒鬼酒
603132.SH,金徽股份
002823.SZ,凯中精密
688323.SH,瑞华泰
002324.SZ,普利特
603529.SH,爱玛科技
688205.SH,德科立
002645.SZ,华宏科技
605155.SH,西大门
688680.SH,海优新材
603773.SH,沃格光电
688225.SH,亚信安全
002768.SZ,国恩股份
603261.SH,*ST立航
600458.SH,XD时代新
600718.SH,东软集团
605398.SH,新炬网络
600325.SH,华发股份
688022.SH,瀚川智能
000421.SZ,南京公用
002830.SZ,名雕股份
002863.SZ,今飞凯达
600118.SH,中国卫星
002243.SZ,力合科创
002777.SZ,久远银海
603338.SH,浙江鼎力
002268.SZ,电科网安
688336.SH,三生国健
002691.SZ,冀凯股份
600571.SH,信雅达
688678.SH,福立旺
000733.SZ,振华科技
688118.SH,普元信息
688125.SH,安达智能
603098.SH,森特股份
603118.SH,共进股份
603529.SH,爱玛科技
002273.SZ,水晶光电
600007.SH,中国国贸
603937.SH,丽岛新材
003032.SZ,*ST传智
603197.SH,保隆科技
600410.SH,华胜天成
002300.SZ,太阳电缆
002518.SZ,科士达
002908.SZ,德生科技
002734.SZ,利民股份
600406.SH,国电南瑞
002130.SZ,沃尔核材
600987.SH,航民股份
002386.SZ,天原股份
688110.SH,东芯股份
600802.SH,福建水泥
688588.SH,凌志软件
002454.SZ,松芝股份
688001.SH,华兴源创
601298.SH,青岛港
002857.SZ,三晖电气
603918.SH,金桥信息
688701.SH,卓锦股份
688498.SH,源杰科技
600173.SH,卧龙新能
002457.SZ,青龙管业
603648.SH,畅联股份
002786.SZ,银宝山新
000612.SZ,焦作万方
603991.SH,至正股份
000680.SZ,山推股份
603978.SH,深圳新星
002971.SZ,和远气体
688576.SH,西山科技
002725.SZ,跃岭股份
002831.SZ,裕同科技
603703.SH,盛洋科技
603203.SH,快克智能
601136.SH,首创证券
002892.SZ,科力尔
000423.SZ,东阿阿胶
603718.SH,海利生物
002815.SZ,崇达技术
603280.SH,南方路机
600319.SH,亚星化学
601827.SH,三峰环境
600067.SH,冠城新材
688567.SH,孚能科技
688571.SH,杭华股份
603890.SH,春秋电子
688311.SH,盟升电子
600602.SH,云赛智联
688595.SH,芯海科技
002369.SZ,卓翼科技
000035.SZ,中国天楹
002931.SZ,锋龙股份
688049.SH,炬芯科技
002410.SZ,广联达
002335.SZ,科华数据
000537.SZ,中绿电
002628.SZ,成都路桥
002636.SZ,金安国纪
688337.SH,普源精电
688262.SH,国芯科技
002238.SZ,天威视讯
002877.SZ,智能自控
605598.SH,上海港湾
688291.SH,金橙子
002577.SZ,雷柏科技
688685.SH,迈信林
002146.SZ,荣盛发展
001331.SZ,胜通能源
002122.SZ,汇洲智能
600986.SH,浙文互联
688025.SH,杰普特
688349.SH,三一重能
002921.SZ,联诚精密
688060.SH,云涌科技
601777.SH,千里科技
603776.SH,永安行
002747.SZ,埃斯顿
000712.SZ,锦龙股份
002452.SZ,长高电新
605305.SH,中际联合
600850.SH,电科数字
002517.SZ,恺英网络
688530.SH,欧莱新材
600421.SH,*ST华嵘
600821.SH,金开新能
002367.SZ,康力电梯
688612.SH,威迈斯
002937.SZ,兴瑞科技
688030.SH,山石网科
002706.SZ,良信股份
002921.SZ,联诚精密
002913.SZ,奥士康
603918.SH,金桥信息
688060.SH,云涌科技
601777.SH,千里科技
603776.SH,永安行
002747.SZ,埃斯顿
000712.SZ,锦龙股份
002452.SZ,长高电新
600850.SH,电科数字
002517.SZ,恺英网络
688530.SH,欧莱新材
600421.SH,*ST华嵘
600821.SH,金开新能
002367.SZ,康力电梯
688030.SH,山石网科
003008.SZ,开普检测
600048.SH,保利发展
688231.SH,隆达股份
002897.SZ,意华股份
688617.SH,惠泰医疗
603901.SH,永创智能
600549.SH,厦门钨业
603191.SH,望变电气
688767.SH,博拓生物
688062.SH,迈威生物-U
688398.SH,赛特新材
000006.SZ,深振业Ａ
000590.SZ,启迪药业
688312.SH,燕麦科技
002690.SZ,美亚光电
603598.SH,引力传媒
688557.SH,兰剑智能
600330.SH,天通股份
000965.SZ,天保基建
603936.SH,博敏电子
688085.SH,三友医疗
688709.SH,成都华微
688056.SH,莱伯泰科
688061.SH,灿瑞科技
603081.SH,大丰实业
002474.SZ,榕基软件
600731.SH,湖南海利
002780.SZ,三夫户外
603385.SH,惠达卫浴
000793.SZ,ST华闻
000607.SZ,华媒控股
002049.SZ,紫光国微
002351.SZ,漫步者
688391.SH,钜泉科技
688589.SH,力合微
000725.SZ,京东方Ａ
002838.SZ,道恩股份
002410.SZ,广联达
002358.SZ,森源电气
603312.SH,XD西典新
688072.SH,拓荆科技
688257.SH,新锐股份
002806.SZ,华锋股份
002692.SZ,远程股份
600643.SH,爱建集团
688332.SH,中科蓝讯
688010.SH,福光股份
000990.SZ,诚志股份
000683.SZ,博源化工
603021.SH,ST华鹏
688678.SH,福立旺
605277.SH,新亚电子
002032.SZ,苏 泊 尔
000004.SZ,*ST国华
603328.SH,依顿电子
002281.SZ,光迅科技
002937.SZ,兴瑞科技
002655.SZ,共达电声
002995.SZ,天地在线
603068.SH,博通集成
603090.SH,宏盛股份
603038.SH,华立股份
600238.SH,*ST椰岛
600444.SH,国机通用
600383.SH,金地集团
603729.SH,龙韵股份
688232.SH,新点软件
688015.SH,交控科技
002348.SZ,高乐股份
002755.SZ,奥赛康
688051.SH,佳华科技
603267.SH,鸿远电子
688486.SH,龙迅股份
688577.SH,浙海德曼
600096.SH,云天化
688121.SH,卓然股份
